schema,table,column,type,length_or_precision,nullable,default_value
consumption,index_metrics,ma_50,numeric,"",YES,
consumption,index_metrics,ma_200,numeric,"",YES,
consumption,index_metrics,above_ma_50,boolean,"",YES,
consumption,index_metrics,above_ma_200,boolean,"",YES,
consumption,index_metrics,golden_cross,boolean,"",YES,
consumption,index_metrics,rsi_14,numeric,"",YES,
consumption,index_metrics,macd_line,numeric,"",YES,
consumption,index_metrics,macd_signal,numeric,"",YES,
consumption,index_metrics,macd_hist,numeric,"",YES,
consumption,index_metrics,atr_14,numeric,"",YES,
consumption,index_metrics,_52_week_high,numeric,"",YES,
consumption,index_metrics,_52_week_low,numeric,"",YES,
consumption,index_metrics,_52_week_range_pct,numeric,"",YES,
consumption,index_metrics,returns_1d,numeric,"",YES,
consumption,index_metrics,returns_5d,numeric,"",YES,
consumption,index_metrics,returns_21d,numeric,"",YES,
consumption,index_metrics,returns_63d,numeric,"",YES,
consumption,index_metrics,returns_252d,numeric,"",YES,
consumption,index_metrics,volatility_21d,numeric,"",YES,
consumption,index_metrics,is_volatility_index,boolean,"",YES,
consumption,index_metrics,trend_direction,text,"",YES,
consumption,macro_calendar_dashboard,date,date,"",NO,
consumption,macro_calendar_dashboard,cpi_flag,integer,32,YES,
consumption,macro_calendar_dashboard,nfp_flag,integer,32,YES,
consumption,macro_calendar_dashboard,fed_funds_flag,integer,32,YES,
consumption,macro_calendar_dashboard,event_flag,integer,32,YES,
consumption,macro_calendar_dashboard,event_count,integer,32,YES,
consumption,macro_calendar_dashboard,severity,character varying,20,YES,
consumption,macro_calendar_dashboard,days_until,integer,32,YES,
consumption,macro_calendar_dashboard,updated_at,timestamp with time zone,"",YES,now()
consumption,market,id,integer,32,YES,
consumption,market,region,character varying,50,YES,
consumption,market,index_name,character varying,50,YES,
consumption,market,index_ticker,character varying,20,YES,
consumption,market,current_value,numeric,15,YES,
consumption,market,change_pct,numeric,10,YES,
consumption,market,change_value,numeric,15,YES,
consumption,market,trend,character varying,20,YES,
consumption,market,sentiment_score,numeric,5,YES,
consumption,market,volatility_index,numeric,8,YES,
consumption,market,updated_at,timestamp without time zone,"",YES,
consumption,market_data_snapshot,ticker,character varying,50,NO,
consumption,market_data_snapshot,asset_class,character varying,50,YES,
consumption,market_data_snapshot,last_date,date,"",YES,
consumption,market_data_snapshot,last_close,numeric,18,YES,
consumption,market_data_snapshot,last_volume,bigint,64,YES,
consumption,market_data_snapshot,returns_1d,numeric,12,YES,
consumption,market_data_snapshot,returns_5d,numeric,12,YES,
consumption,market_data_snapshot,returns_21d,numeric,12,YES,
consumption,market_data_snapshot,primary_source,character varying,50,YES,
consumption,market_data_snapshot,updated_at,timestamp with time zone,"",YES,now()
consumption,markets_commodities_overview,id,integer,32,NO,nextval('consumption.markets_commodities_overview_id_seq'::regclass)
consumption,markets_commodities_overview,ticker,character varying,50,NO,
consumption,markets_commodities_overview,name,character varying,100,YES,
consumption,markets_commodities_overview,category,character varying,50,YES,
consumption,markets_commodities_overview,exchange,character varying,20,YES,
consumption,markets_commodities_overview,price,numeric,15,YES,
consumption,markets_commodities_overview,change_pct,numeric,10,YES,
consumption,markets_commodities_overview,trend,character varying,20,YES,
consumption,markets_commodities_overview,rsi_14,numeric,6,YES,
consumption,markets_commodities_overview,current_month_bias,character varying,20,YES,
consumption,markets_commodities_overview,next_month_bias,character varying,20,YES,
consumption,markets_commodities_overview,seasonal_strength,numeric,4,YES,
consumption,markets_commodities_overview,signal,character varying,10,YES,
consumption,markets_commodities_overview,signal_strength,numeric,4,YES,
consumption,markets_commodities_overview,strategy_signals,jsonb,"",YES,
consumption,markets_commodities_overview,updated_at,timestamp without time zone,"",YES,now()
consumption,markets_indices_overview,ticker,character varying,20,YES,
consumption,markets_indices_overview,name,character varying,100,YES,
consumption,markets_indices_overview,market,character varying,10,YES,
consumption,markets_indices_overview,region,character varying,50,YES,
consumption,markets_indices_overview,currency,character varying,10,YES,
consumption,markets_indices_overview,date,date,"",YES,
consumption,markets_indices_overview,price,numeric,"",YES,
consumption,markets_indices_overview,change_pct,numeric,"",YES,
consumption,markets_indices_overview,change_amount,numeric,"",YES,
consumption,markets_indices_overview,ytd_change,numeric,"",YES,
consumption,markets_indices_overview,_52_week_high,numeric,"",YES,
consumption,markets_indices_overview,_52_week_low,numeric,"",YES,
consumption,markets_indices_overview,_52_week_range_pct,numeric,"",YES,
consumption,markets_indices_overview,ma_50,numeric,"",YES,
consumption,markets_indices_overview,ma_200,numeric,"",YES,
consumption,markets_indices_overview,above_ma_50,boolean,"",YES,
consumption,markets_indices_overview,above_ma_200,boolean,"",YES,
consumption,markets_indices_overview,rsi_14,numeric,"",YES,
consumption,markets_indices_overview,is_volatility_index,boolean,"",YES,
consumption,markets_indices_overview,trend_direction,text,"",YES,
consumption,markets_stocks_overview,id,integer,32,NO,nextval('consumption.markets_stocks_overview_id_seq'::regclass)
consumption,markets_stocks_overview,ticker,character varying,50,NO,
consumption,markets_stocks_overview,name,character varying,200,YES,
consumption,markets_stocks_overview,sector,character varying,100,YES,
consumption,markets_stocks_overview,industry,character varying,100,YES,
consumption,markets_stocks_overview,market,character varying,20,YES,
consumption,markets_stocks_overview,price,numeric,15,YES,
consumption,markets_stocks_overview,change_pct,numeric,10,YES,
consumption,markets_stocks_overview,change_value,numeric,10,YES,
consumption,markets_stocks_overview,volume,bigint,64,YES,
consumption,markets_stocks_overview,avg_volume,bigint,64,YES,
consumption,markets_stocks_overview,volume_ratio,numeric,5,YES,
consumption,markets_stocks_overview,trend,character varying,20,YES,
consumption,markets_stocks_overview,rsi_14,numeric,6,YES,
consumption,markets_stocks_overview,distance_to_52w_high_pct,numeric,10,YES,
consumption,markets_stocks_overview,distance_to_52w_low_pct,numeric,10,YES,
consumption,markets_stocks_overview,market_cap,bigint,64,YES,
consumption,markets_stocks_overview,pe_ratio,numeric,10,YES,
consumption,markets_stocks_overview,forward_pe,numeric,10,YES,
consumption,markets_stocks_overview,pb_ratio,numeric,10,YES,
consumption,markets_stocks_overview,dividend_yield,numeric,6,YES,
consumption,markets_stocks_overview,strategy_signals,jsonb,"",YES,
consumption,markets_stocks_overview,top_strategy_score,numeric,6,YES,
consumption,markets_stocks_overview,updated_at,timestamp without time zone,"",YES,now()
consumption,markets_stocks_overview,signal,character varying,10,YES,
consumption,markets_stocks_overview,signal_strength,numeric,4,YES,
consumption,markets_stocks_overview,asset_class,character varying,20,YES,
consumption,performance_monthly_returns,id,integer,32,NO,nextval('consumption.performance_monthly_returns_id_seq'::regclass)
consumption,performance_monthly_returns,portfolio_type,character varying,20,NO,
consumption,performance_monthly_returns,year,integer,32,NO,
consumption,performance_monthly_returns,month,integer,32,NO,
consumption,performance_monthly_returns,return_pct,numeric,10,YES,
consumption,performance_monthly_returns,benchmark_return_pct,numeric,10,YES,
consumption,performance_monthly_returns,excess_return_pct,numeric,10,YES,
consumption,performance_strategy_attribution,id,integer,32,NO,nextval('consumption.performance_strategy_attribution_id_seq'::regclass)
consumption,performance_strategy_attribution,strategy_id,character varying,50,NO,
consumption,performance_strategy_attribution,strategy_name,character varying,100,YES,
consumption,performance_strategy_attribution,portfolio_type,character varying,20,YES,
consumption,performance_strategy_attribution,allocated_capital_pct,numeric,5,YES,
consumption,performance_strategy_attribution,contribution_pct,numeric,10,YES,
consumption,performance_strategy_attribution,return_pct,numeric,10,YES,
consumption,performance_strategy_attribution,num_trades,integer,32,YES,
consumption,performance_strategy_attribution,win_rate,numeric,5,YES,
consumption,performance_strategy_attribution,avg_trade_return_pct,numeric,10,YES,
consumption,performance_strategy_attribution,max_drawdown_pct,numeric,10,YES,
consumption,performance_strategy_attribution,sharpe_ratio,numeric,6,YES,
consumption,performance_strategy_attribution,calmar_ratio,numeric,6,YES,
consumption,performance_strategy_attribution,calculated_at,timestamp without time zone,"",YES,now()
consumption,portfolio_positions_current,id,integer,32,NO,nextval('consumption.portfolio_positions_current_id_seq'::regclass)
consumption,portfolio_positions_current,strategy_id,character varying,20,YES,
consumption,portfolio_positions_current,ticker,character varying,20,NO,
consumption,portfolio_positions_current,side,character varying,10,YES,'LONG'::character varying
consumption,portfolio_positions_current,entry_date,date,"",YES,
consumption,portfolio_positions_current,entry_price,numeric,15,YES,
consumption,portfolio_positions_current,current_price,numeric,15,YES,
consumption,portfolio_positions_current,quantity,numeric,15,YES,
consumption,portfolio_positions_current,market_value,numeric,15,YES,
consumption,portfolio_positions_current,weight_pct,numeric,5,YES,
consumption,portfolio_positions_current,unrealized_pnl,numeric,15,YES,
consumption,portfolio_positions_current,realized_pnl,numeric,15,YES,
consumption,portfolio_positions_current,status,character varying,20,YES,'OPEN'::character varying
consumption,portfolio_positions_current,updated_at,timestamp without time zone,"",YES,now()
consumption,portfolio_risk_metrics,id,integer,32,NO,nextval('consumption.portfolio_risk_metrics_id_seq'::regclass)
consumption,portfolio_risk_metrics,portfolio_type,character varying,20,NO,
consumption,portfolio_risk_metrics,gross_exposure_pct,numeric,10,YES,
consumption,portfolio_risk_metrics,net_exposure_pct,numeric,10,YES,
consumption,portfolio_risk_metrics,long_exposure_pct,numeric,10,YES,
consumption,portfolio_risk_metrics,short_exposure_pct,numeric,10,YES,
consumption,portfolio_risk_metrics,cash_pct,numeric,10,YES,
consumption,portfolio_risk_metrics,top_5_concentration_pct,numeric,5,YES,
consumption,portfolio_risk_metrics,top_10_concentration_pct,numeric,5,YES,
consumption,portfolio_risk_metrics,herfindahl_index,numeric,6,YES,
consumption,portfolio_risk_metrics,portfolio_beta,numeric,8,YES,
consumption,portfolio_risk_metrics,var_95_daily,numeric,18,YES,
consumption,portfolio_risk_metrics,var_95_pct,numeric,10,YES,
consumption,portfolio_risk_metrics,expected_shortfall,numeric,18,YES,
consumption,portfolio_risk_metrics,volatility_annual,numeric,10,YES,
consumption,portfolio_risk_metrics,stress_bear_scenario_pct,numeric,10,YES,
consumption,portfolio_risk_metrics,stress_crash_scenario_pct,numeric,10,YES,
consumption,portfolio_risk_metrics,calculated_at,timestamp without time zone,"",YES,now()
consumption,promoted_strategies,id,integer,32,NO,nextval('consumption.promoted_strategies_id_seq'::regclass)
consumption,promoted_strategies,strategy_id,text,"",NO,
consumption,promoted_strategies,experiment_id,text,"",NO,
consumption,promoted_strategies,generation,integer,32,YES,
consumption,promoted_strategies,sharpe_oos,numeric,8,YES,
consumption,promoted_strategies,max_drawdown,numeric,8,YES,
consumption,promoted_strategies,trade_count_oos,integer,32,YES,
consumption,promoted_strategies,risk_score,numeric,5,YES,
consumption,promoted_strategies,param_set,jsonb,"",YES,
consumption,promoted_strategies,promoted_at,timestamp without time zone,"",YES,
consumption,promoted_strategies,production_strategy_id,character varying,10,YES,
consumption,promoted_strategies,status,text,"",YES,'available'::text
consumption,promoted_strategies,notes,text,"",YES,
consumption,promoted_strategies,updated_at,timestamp without time zone,"",YES,now()
consumption,research_contrarian_signals,id,integer,32,NO,nextval('consumption.research_contrarian_signals_id_seq'::regclass)
consumption,research_contrarian_signals,ticker,character varying,50,NO,
consumption,research_contrarian_signals,name,character varying,200,YES,
consumption,research_contrarian_signals,signal_type,character varying,50,YES,
consumption,research_contrarian_signals,contrarian_score,numeric,5,YES,
consumption,research_contrarian_signals,signal_direction,character varying,20,YES,
consumption,research_contrarian_signals,confidence,numeric,4,YES,
consumption,research_contrarian_signals,metric_1_name,character varying,50,YES,
consumption,research_contrarian_signals,metric_1_value,numeric,18,YES,
consumption,research_contrarian_signals,metric_1_percentile,integer,32,YES,
consumption,research_contrarian_signals,metric_2_name,character varying,50,YES,
consumption,research_contrarian_signals,metric_2_value,numeric,18,YES,
consumption,research_contrarian_signals,metric_2_percentile,integer,32,YES,
consumption,research_contrarian_signals,metric_3_name,character varying,50,YES,
consumption,research_contrarian_signals,metric_3_value,numeric,18,YES,
consumption,research_contrarian_signals,metric_3_percentile,integer,32,YES,
consumption,research_contrarian_signals,narrative,text,"",YES,
consumption,research_contrarian_signals,key_insight,text,"",YES,
consumption,research_contrarian_signals,updated_at,timestamp without time zone,"",YES,now()
consumption,research_pipeline,id,integer,32,NO,nextval('consumption.research_pipeline_id_seq'::regclass)
consumption,research_pipeline,experiment_id,text,"",NO,
consumption,research_pipeline,generation,integer,32,YES,1
consumption,research_pipeline,parent_experiment_id,text,"",YES,
consumption,research_pipeline,strategy_type,text,"",YES,
consumption,research_pipeline,param_set,jsonb,"",YES,
consumption,research_pipeline,pipeline_stage,text,"",YES,
consumption,research_pipeline,stage_started_at,timestamp without time zone,"",YES,
consumption,research_pipeline,sharpe_oos,numeric,8,YES,
consumption,research_pipeline,max_drawdown,numeric,8,YES,
consumption,research_pipeline,risk_approved,boolean,"",YES,
consumption,research_pipeline,qa_passed,boolean,"",YES,
consumption,research_pipeline,rejection_reason,text,"",YES,
consumption,research_pipeline,updated_at,timestamp without time zone,"",YES,now()
consumption,research_seasonality_patterns,id,integer,32,NO,nextval('consumption.research_seasonality_patterns_id_seq'::regclass)
consumption,research_seasonality_patterns,ticker,character varying,50,NO,
consumption,research_seasonality_patterns,name,character varying,200,YES,
consumption,research_seasonality_patterns,asset_class,character varying,20,YES,
consumption,research_seasonality_patterns,current_month,integer,32,YES,
consumption,research_seasonality_patterns,current_month_bias,character varying,20,YES,
consumption,research_seasonality_patterns,current_month_historical_return,numeric,10,YES,
consumption,research_seasonality_patterns,current_month_win_rate,numeric,5,YES,
consumption,research_seasonality_patterns,next_month,integer,32,YES,
consumption,research_seasonality_patterns,next_month_bias,character varying,20,YES,
consumption,research_seasonality_patterns,next_month_historical_return,numeric,10,YES,
consumption,research_seasonality_patterns,monthly_patterns_json,jsonb,"",YES,
consumption,research_seasonality_patterns,updated_at,timestamp without time zone,"",YES,now()
consumption,research_sue_scores,id,integer,32,NO,nextval('consumption.research_sue_scores_id_seq'::regclass)
consumption,research_sue_scores,ticker,character varying,50,NO,
consumption,research_sue_scores,name,character varying,200,YES,
consumption,research_sue_scores,report_date,date,"",NO,
consumption,research_sue_scores,eps_estimate,numeric,12,YES,
consumption,research_sue_scores,eps_actual,numeric,12,YES,
consumption,research_sue_scores,eps_surprise_pct,numeric,10,YES,
consumption,research_sue_scores,sue_score,numeric,18,YES,
consumption,research_sue_scores,sue_decile,integer,32,YES,
consumption,research_sue_scores,sue_category,character varying,50,YES,
consumption,research_sue_scores,price_change_1d,numeric,10,YES,
consumption,research_sue_scores,price_change_3d,numeric,10,YES,
consumption,research_sue_scores,price_change_5d,numeric,10,YES,
consumption,research_sue_scores,drift_signal,character varying,20,YES,
consumption,research_sue_scores,sector,character varying,100,YES,
consumption,research_sue_scores,market_cap,bigint,64,YES,
consumption,research_sue_scores,updated_at,timestamp without time zone,"",YES,now()
consumption,settings_data_sources,id,integer,32,NO,nextval('consumption.settings_data_sources_id_seq'::regclass)
consumption,settings_data_sources,data_type,character varying,50,NO,
consumption,settings_data_sources,source_priority,integer,32,NO,
consumption,settings_data_sources,source_name,character varying,50,NO,
consumption,settings_data_sources,is_active,boolean,"",YES,true
consumption,settings_data_sources,fallback_source,character varying,50,YES,
consumption,settings_data_sources,updated_at,timestamp without time zone,"",YES,now()
consumption,signal_logs,id,integer,32,NO,nextval('consumption.signal_logs_id_seq'::regclass)
consumption,signal_logs,strategy_id,smallint,16,YES,
consumption,signal_logs,signal_date,date,"",YES,
consumption,signal_logs,signal,smallint,16,YES,
consumption,signal_logs,logged_at,timestamp without time zone,"",YES,now()
consumption,signal_logs,ticker,character varying,20,YES,
consumption,signal_logs,signal_type,character varying,20,YES,
consumption,signal_logs,signal_criteria,text,"",YES,
consumption,signal_logs,confidence,double precision,53,YES,
consumption,stock,id,integer,32,YES,
consumption,stock,ticker,character varying,50,YES,
consumption,stock,name,character varying,200,YES,
consumption,stock,sector,character varying,100,YES,
consumption,stock,industry,character varying,100,YES,
consumption,stock,market,character varying,20,YES,
consumption,stock,price,numeric,15,YES,
consumption,stock,change_pct,numeric,10,YES,
consumption,stock,change_value,numeric,10,YES,
consumption,stock,volume,bigint,64,YES,
consumption,stock,avg_volume,bigint,64,YES,
consumption,stock,volume_ratio,numeric,5,YES,
consumption,stock,trend,character varying,20,YES,
consumption,stock,rsi_14,numeric,6,YES,
consumption,stock,distance_to_52w_high_pct,numeric,10,YES,
consumption,stock,distance_to_52w_low_pct,numeric,10,YES,
consumption,stock,market_cap,bigint,64,YES,
consumption,stock,pe_ratio,numeric,10,YES,
consumption,stock,forward_pe,numeric,10,YES,
consumption,stock,pb_ratio,numeric,10,YES,
consumption,stock,dividend_yield,numeric,6,YES,
consumption,stock,strategy_signals,jsonb,"",YES,
consumption,stock,top_strategy_score,numeric,6,YES,
consumption,stock,updated_at,timestamp without time zone,"",YES,
consumption,stock,signal,character varying,10,YES,
consumption,stock,signal_strength,numeric,4,YES,
consumption,stock,asset_class,character varying,20,YES,
consumption,strategies_backtest_results,id,integer,32,NO,nextval('consumption.strategies_backtest_results_id_seq'::regclass)
consumption,strategies_backtest_results,strategy_id,character varying,50,NO,
consumption,strategies_backtest_results,sharpe_ratio,numeric,6,YES,
consumption,strategies_backtest_results,max_drawdown_pct,numeric,10,YES,
consumption,strategies_backtest_results,total_trades,integer,32,YES,
consumption,strategies_backtest_results,win_rate,numeric,5,YES,
consumption,strategies_backtest_results,asset_class,character varying,50,YES,
consumption,strategies_backtest_results,sharpe_oos,numeric,"",YES,
consumption,strategies_backtest_results,returns_oos,numeric,"",YES,
consumption,strategies_backtest_results,max_drawdown_oos,numeric,"",YES,
consumption,strategies_backtest_results,trade_count_oos,integer,32,YES,
consumption,strategies_backtest_results,win_rate_oos,numeric,"",YES,
consumption,strategies_backtest_results,updated_at,timestamp with time zone,"",YES,now()
consumption,strategy_scores_dynamic,strategy_id,character varying,50,NO,
consumption,strategy_scores_dynamic,score,numeric,5,YES,
consumption,strategy_scores_dynamic,buy_signals,jsonb,"",YES,'[]'::jsonb
consumption,strategy_scores_dynamic,sell_signals,jsonb,"",YES,'[]'::jsonb
consumption,strategy_scores_dynamic,signal_strength,numeric,4,YES,
consumption,strategy_scores_dynamic,last_updated,timestamp without time zone,"",YES,now()
consumption,strategy_scores_dynamic,calculated_by,character varying,50,YES,'v1.0'::character varying
consumption,strategy_scores_dynamic,ticker,character varying,20,NO,
consumption,ticker_scores,ticker,character varying,20,NO,
consumption,ticker_scores,strategy_id,character varying,50,NO,
consumption,ticker_scores,score,numeric,5,YES,
consumption,ticker_scores,criteria_met,jsonb,"",YES,'{}'::jsonb
consumption,ticker_scores,signal_action,character varying,10,YES,
consumption,ticker_scores,last_updated,timestamp without time zone,"",YES,now()
consumption,v_commodity_metrics,date,date,"",YES,
consumption,v_commodity_metrics,ticker,character varying,20,YES,
consumption,v_commodity_metrics,close_price,double precision,53,YES,
consumption,v_commodity_metrics,volume,bigint,64,YES,
consumption,v_commodity_metrics,rsi_14,double precision,53,YES,
consumption,v_commodity_metrics,macd_histogram,double precision,53,YES,
consumption,v_commodity_metrics,bollinger_width,double precision,53,YES,
consumption,v_commodity_metrics,seasonality_score,double precision,53,YES,
consumption,v_commodity_metrics,candlestick_pattern,character varying,100,YES,
consumption,v_commodity_metrics,candlestick_sentiment,double precision,53,YES,
consumption,v_dashboard_kpis,card_key,character varying,50,YES,
consumption,v_dashboard_kpis,card_title,character varying,100,YES,
consumption,v_dashboard_kpis,value_display,character varying,50,YES,
consumption,v_dashboard_kpis,value_numeric,numeric,18,YES,
consumption,v_dashboard_kpis,change_pct,numeric,10,YES,
consumption,v_dashboard_kpis,change_display,character varying,50,YES,
consumption,v_dashboard_kpis,trend,character varying,20,YES,
consumption,v_dashboard_kpis,alert_level,character varying,20,YES,
consumption,v_dashboard_kpis,last_updated,timestamp without time zone,"",YES,
consumption,v_dashboard_marketoverview,region,character varying,50,YES,
consumption,v_dashboard_marketoverview,index_name,character varying,50,YES,
consumption,v_dashboard_marketoverview,index_ticker,character varying,20,YES,
consumption,v_dashboard_marketoverview,current_value,numeric,15,YES,
consumption,v_dashboard_marketoverview,change_pct,numeric,10,YES,
consumption,v_dashboard_marketoverview,trend,character varying,20,YES,
consumption,v_dashboard_marketoverview,sentiment_score,numeric,5,YES,
consumption,v_dashboard_marketoverview,updated_at,timestamp without time zone,"",YES,
consumption,v_earnings_clean,id,integer,32,YES,
consumption,v_earnings_clean,ticker,character varying,20,YES,
consumption,v_earnings_clean,earnings_date,date,"",YES,
consumption,v_earnings_clean,fiscal_quarter,character varying,10,YES,
consumption,v_earnings_clean,fiscal_year,integer,32,YES,
consumption,v_earnings_clean,eps_estimate,double precision,53,YES,
consumption,v_earnings_clean,eps_actual,double precision,53,YES,
consumption,v_earnings_clean,eps_surprise_pct_clean,double precision,53,YES,
consumption,v_earnings_clean,eps_surprise_pct_raw,double precision,53,YES,
consumption,v_earnings_clean,revenue_estimate,double precision,53,YES,
consumption,v_earnings_clean,revenue_actual,double precision,53,YES,
consumption,v_earnings_clean,revenue_surprise,double precision,53,YES,
consumption,v_earnings_clean,source,character varying,50,YES,
consumption,v_earnings_clean,reported_at,timestamp without time zone,"",YES,
consumption,v_earnings_clean,created_at,timestamp without time zone,"",YES,
consumption,v_earnings_history,symbol,character varying,20,YES,
consumption,v_earnings_history,earnings_date,date,"",YES,
consumption,v_earnings_history,eps_actual,double precision,53,YES,
consumption,v_earnings_history,eps_estimate,double precision,53,YES,
consumption,v_earnings_history,eps_surprise_pct,double precision,53,YES,
consumption,v_earnings_history,revenue_actual,double precision,53,YES,
consumption,v_earnings_history,revenue_estimate,double precision,53,YES,
consumption,v_earnings_history,fiscal_quarter,character varying,10,YES,
consumption,v_earnings_history,source,character varying,50,YES,
consumption,v_earnings_signals,symbol,character varying,20,YES,
consumption,v_earnings_signals,earnings_date,date,"",YES,
consumption,v_earnings_signals,eps_surprise_pct,numeric,10,YES,
consumption,v_earnings_signals,surprise_category,character varying,10,YES,
consumption,v_earnings_signals,signal_window_start,date,"",YES,
consumption,v_earnings_signals,signal_window_end,date,"",YES,
consumption,v_earnings_signals,created_at,timestamp with time zone,"",YES,
consumption,v_hibor_1m,date,date,"",YES,
consumption,v_hibor_1m,hibor_1m_rate,numeric,10,YES,
consumption,v_hibor_1m,source,character varying,50,YES,
consumption,v_markets_commodities,ticker,character varying,50,YES,
consumption,v_markets_commodities,name,character varying,100,YES,
consumption,v_markets_commodities,category,character varying,50,YES,
consumption,v_markets_commodities,exchange,character varying,20,YES,
consumption,v_markets_commodities,price,numeric,15,YES,
consumption,v_markets_commodities,change_pct,numeric,10,YES,
consumption,v_markets_commodities,trend,character varying,20,YES,
consumption,v_markets_commodities,current_month_bias,character varying,20,YES,
consumption,v_markets_commodities,next_month_bias,character varying,20,YES,
consumption,v_markets_commodities,seasonal_strength,numeric,4,YES,
consumption,v_markets_commodities,signal,character varying,10,YES,
consumption,v_markets_commodities,signal_strength,numeric,4,YES,
consumption,v_markets_commodities,updated_at,timestamp without time zone,"",YES,
consumption,v_markets_stocks,ticker,character varying,50,YES,
consumption,v_markets_stocks,name,character varying,200,YES,
consumption,v_markets_stocks,sector,character varying,100,YES,
consumption,v_markets_stocks,industry,character varying,100,YES,
consumption,v_markets_stocks,market,character varying,20,YES,
consumption,v_markets_stocks,price,numeric,15,YES,
consumption,v_markets_stocks,change_pct,numeric,10,YES,
consumption,v_markets_stocks,volume,bigint,64,YES,
consumption,v_markets_stocks,trend,character varying,20,YES,
consumption,v_markets_stocks,rsi_14,numeric,6,YES,
consumption,v_markets_stocks,market_cap,bigint,64,YES,
consumption,v_markets_stocks,pe_ratio,numeric,10,YES,
consumption,v_markets_stocks,top_strategy_score,numeric,6,YES,
consumption,v_markets_stocks,signal,character varying,10,YES,
consumption,v_markets_stocks,signal_strength,numeric,4,YES,
consumption,v_markets_stocks,updated_at,timestamp without time zone,"",YES,
consumption,v_performance_attribution,strategy_id,character varying,50,YES,
consumption,v_performance_attribution,strategy_name,character varying,100,YES,
consumption,v_performance_attribution,portfolio_type,character varying,20,YES,
consumption,v_performance_attribution,allocated_capital_pct,numeric,5,YES,
consumption,v_performance_attribution,contribution_pct,numeric,10,YES,
consumption,v_performance_attribution,return_pct,numeric,10,YES,
consumption,v_performance_attribution,num_trades,integer,32,YES,
consumption,v_performance_attribution,win_rate,numeric,5,YES,
consumption,v_performance_attribution,avg_trade_return_pct,numeric,10,YES,
consumption,v_performance_attribution,max_drawdown_pct,numeric,10,YES,
consumption,v_performance_attribution,sharpe_ratio,numeric,6,YES,
consumption,v_performance_attribution,calculated_at,timestamp without time zone,"",YES,
consumption,v_performance_monthlyreturns,portfolio_type,character varying,20,YES,
consumption,v_performance_monthlyreturns,year,integer,32,YES,
consumption,v_performance_monthlyreturns,month,integer,32,YES,
consumption,v_performance_monthlyreturns,return_pct,numeric,10,YES,
consumption,v_performance_monthlyreturns,benchmark_return_pct,numeric,10,YES,
consumption,v_performance_monthlyreturns,excess_return_pct,numeric,10,YES,
consumption,v_portfolio_risk,portfolio_type,character varying,20,YES,
consumption,v_portfolio_risk,gross_exposure_pct,numeric,10,YES,
consumption,v_portfolio_risk,net_exposure_pct,numeric,10,YES,
consumption,v_portfolio_risk,long_exposure_pct,numeric,10,YES,
consumption,v_portfolio_risk,cash_pct,numeric,10,YES,
consumption,v_portfolio_risk,top_5_concentration_pct,numeric,5,YES,
consumption,v_portfolio_risk,top_10_concentration_pct,numeric,5,YES,
consumption,v_portfolio_risk,portfolio_beta,numeric,8,YES,
consumption,v_portfolio_risk,var_95_daily,numeric,18,YES,
consumption,v_portfolio_risk,var_95_pct,numeric,10,YES,
consumption,v_portfolio_risk,volatility_annual,numeric,10,YES,
consumption,v_portfolio_risk,stress_bear_scenario_pct,numeric,10,YES,
consumption,v_portfolio_risk,stress_crash_scenario_pct,numeric,10,YES,
consumption,v_portfolio_risk,calculated_at,timestamp without time zone,"",YES,
consumption,v_research_contrarian,ticker,character varying,50,YES,
consumption,v_research_contrarian,name,character varying,200,YES,
consumption,v_research_contrarian,signal_type,character varying,50,YES,
consumption,v_research_contrarian,contrarian_score,numeric,5,YES,
consumption,v_research_contrarian,signal_direction,character varying,20,YES,
consumption,v_research_contrarian,confidence,numeric,4,YES,
consumption,v_research_contrarian,narrative,text,"",YES,
consumption,v_research_contrarian,key_insight,text,"",YES,
consumption,v_research_contrarian,updated_at,timestamp without time zone,"",YES,
consumption,v_research_seasonality,ticker,character varying,50,YES,
consumption,v_research_seasonality,name,character varying,200,YES,
consumption,v_research_seasonality,asset_class,character varying,20,YES,
consumption,v_research_seasonality,current_month,integer,32,YES,
consumption,v_research_seasonality,current_month_bias,character varying,20,YES,
consumption,v_research_seasonality,current_month_historical_return,numeric,10,YES,
consumption,v_research_seasonality,next_month,integer,32,YES,
consumption,v_research_seasonality,next_month_bias,character varying,20,YES,
consumption,v_research_seasonality,next_month_historical_return,numeric,10,YES,
consumption,v_research_seasonality,updated_at,timestamp without time zone,"",YES,
consumption,v_research_suescores,ticker,character varying,50,YES,
consumption,v_research_suescores,name,character varying,200,YES,
consumption,v_research_suescores,report_date,date,"",YES,
consumption,v_research_suescores,eps_estimate,numeric,12,YES,
consumption,v_research_suescores,eps_actual,numeric,12,YES,
consumption,v_research_suescores,eps_surprise_pct,numeric,10,YES,
consumption,v_research_suescores,sue_score,numeric,18,YES,
consumption,v_research_suescores,sue_decile,integer,32,YES,
consumption,v_research_suescores,sue_category,character varying,50,YES,
consumption,v_research_suescores,drift_signal,character varying,20,YES,
consumption,v_research_suescores,sector,character varying,100,YES,
consumption,v_research_suescores,updated_at,timestamp without time zone,"",YES,
consumption,v_s014_earnings_signals,ticker,character varying,20,YES,
consumption,v_s014_earnings_signals,earnings_date,date,"",YES,
consumption,v_s014_earnings_signals,eps_surprise_pct,numeric,10,YES,
